bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD09286.bin.c.8	Y	Lodbjergiaba	nordica	N.L.	fem.	Microbe found nearby Lodbjerg	A species from the Nordic region	Formerly ''C7867-002'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963701025.1	Oxford Nanopore PromethION	mmlong2	876331	1	27.26078	50.61	93.86	1.56	2	21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__PALSA-1337;g__C7867-002;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Lodbjergiabaceae;g__Lodbjergiaba;s__Lodbjergiaba nordica	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	91.5	MFD09286	Denmark	8.26815	56.81197	Soil	Dunes	Decalcified Empetrum dunes
MFD10007.bin.1.123	Y	Trorodisoma	nordicum	N.L.	neut.	Microbe found nearby Trorod	A species from the Nordic region	Formerly ''AC-32'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963716865.1	Oxford Nanopore PromethION	mmlong2	3002561	5	62.09732	70.19	92.24	2.04	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Trorodisoma;s__Trorodisoma nordicum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD09286.bin.2.44	Y	Oerumicola	aridus	N.L.	masch.	Microbe found nearby Oerum	A species found in sand	Formerly ''JAJPJW01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963836235.1	Oxford Nanopore PromethION	mmlong2	3967731	5	36.73967	50.57	99.38	0.14	1	21	d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__JAJPJW01;s__Unclassified	d__Bacteria;p__Muellerivitota;c__Muellerivitia;o__Muellerivitales;f__Muellerivitaceae;g__Oerumicola;s__Oerumicola aridus	d__Bacteria;p__FCPU426;c__Incertae Sedis;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.1	MFD09286	Denmark	8.26815	56.81197	Soil	Dunes	Decalcified Empetrum dunes
MFD10007.bin.1.169	Y	Rungstediana	nordica	N.L.	fem.	Microbe found nearby Rungsted	A species from the Nordic region	Formerly ''2-12-FULL-53-21'' in GTDB R220	Formerly ''uncultured soil bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963705505.1	Oxford Nanopore PromethION	mmlong2	2882197	10	33.81504	50.91	93.62	1.03	1	22	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__2-12-FULL-53-21;s__Unclassified	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Rungstedianales;f__Rungstedianaceae;g__Rungstediana;s__Rungstediana nordica	d__Bacteria;p__Dadabacteria;c__Dadabacteriia;o__Dadabacteriales;f__Incertae Sedis;g__CSP1-2;s__uncultured soil bacterium	99	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD09222.bin.1.12	Y	Karupiplasma	terreus	N.L.	neut.	Microbe found nearby Karup	A species found in soil	Formerly ''UBA184'' in GTDB R220	Formerly ''uncultured archaeon'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963809035.1	Oxford Nanopore PromethION	mmlong2	2330346	2	83.52445	66.39	90.38	2.99	1	20	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__Unclassified	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Karupiplasmatales;f__Karupiplasmataceae;g__Karupiplasma;s__Karupiplasma terreus	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured archaeon	99.6	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD09222.bin.1.113	Y	Ilskoviplasma	glebicum	N.L.	neut.	Microbe found nearby Ilskov	A species found in soil	Formerly ''UBA12276'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963773985.1	Oxford Nanopore PromethION	mmlong2	922126	3	24.5095	45.41	92.73	1.21	1	19	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__Unclassified	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Ilskoviplasma;s__Ilskoviplasma glebicum	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Candidatus Micrarchaeum;s__Candidatus Micrarchaeum acidiphilum ARMAN-2	91.2	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD09222.bin.1.10	Y	Frederiksiana	humica	N.L.	fem.	Microbe found nearby Frederiks	A species found in soil	Formerly ''JAKIWV01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963773945.1	Oxford Nanopore PromethION	mmlong2	2132929	5	92.24267	65.04	91.01	0.87	1	21	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKIWV01;s__Unclassified	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Karupiplasmatales;f__Karupiplasmataceae;g__Frederiksiana;s__Frederiksiana humica	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured archaeon	97.4	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD09222.bin.1.129	Y	Viumibacterium	terrestre	N.L.	neut.	Microbe found nearby Vium	A species found in soil	Formerly ''FEN-1251'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963770025.1	Oxford Nanopore PromethION	mmlong2	2493321	5	91.95837	68.96	96.36	0.28	1	22	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1251;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Viumibacterium;s__Viumibacterium terrestre	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Incertae Sedis;s__uncultured forest soil bacterium	94.8	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD09222.bin.1.2	Y	Hoerupimicrobium	humicum	N.L.	neut.	Microbe found nearby Hoerup	A species found in soil	Formerly ''GWA1-54-10'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963749085.1	Oxford Nanopore PromethION	mmlong2	926594	6	34.26955	51.67	98.01	0.53	1	21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__SBAW01;g__GWA1-54-10;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Hoerupimicrobiaceae;g__Hoerupimicrobium;s__Hoerupimicrobium humicum	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus Adlerbacteria;f__Incertae Sedis;g__Incertae Sedis;s__Candidatus Adlerbacteria bacterium RIFOXYC1_FULL_48_26	91.4	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD09212.bin.c.2	Y	Kongerslevius	danicus	N.L.	masch.	Microbe found nearby Soender Kongerslev	A species from Denmark	Formerly ''JACVRN01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963715565.1	Oxford Nanopore PromethION	mmlong2	6270518	1	73.78377	56.65	96.96	1.01	1	23	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACVRN01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Kongerslevius;s__Kongerslevius danicus	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Incertae Sedis;s__uncultured Acidobacteria bacterium	97	MFD09212	Denmark	10.25675	56.90241	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD09212.bin.c.1	Y	Lillevordemen	contiguum	N.L.	neut.	Microbe found nearby Lillevorde	A species related to but distinct from the existing species	Formerly ''JACPYM01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963699175.1	Oxford Nanopore PromethION	mmlong2	9536885	1	71.27132	56.44	96.9	0.23	1	22	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JACPYM01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Lillevordemenales;f__Lillevordemenaceae;g__Lillevordemen;s__Lillevordemen contiguum	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Acidobacteriales bacterium	98.4	MFD09212	Denmark	10.25675	56.90241	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD09671.bin.c.4	Y	Pederskerius	aridus	N.L.	masch.	Microbe found nearby Pedersker	A species found in sand	Formerly ''JABDFW01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963708205.1	Oxford Nanopore PromethION	mmlong2	3244924	1	68.13784	35.56	100	0.17	1	22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JABDFW01;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Pederskerius;s__Pederskerius aridus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Incertae Sedis;s__uncultured Bacteroidetes bacterium	96.6	MFD09671	Denmark	15.0788	54.9903	Soil	Dunes	Humid dune slacks
MFD05442.bin.c.2	Y	Ljoersleviella	tellurica	N.L.	fem.	Microbe found nearby Ljoerslev	A species found in soil	Formerly ''JADZDJ01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963716135.1	Oxford Nanopore PromethION	mmlong2	4246306	1	36.98651	59.35	91.09	2.08	1	22	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__JADZDJ01;g__JADZDJ01;s__Unclassified	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Ljoersleviellaceae;g__Ljoersleviella;s__Ljoersleviella tellurica	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Incertae Sedis;s__uncultured bacterium	97.2	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD09671.bin.c.5	Y	Bodilskerimen	aridum	N.L.	neut.	Microbe found nearby Bodilsker	A species found in sand	Formerly ''JAPLIS01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963719415.1	Oxford Nanopore PromethION	mmlong2	1415691	1	18.65735	35.46	92.84	0.09	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__JAPLIS01;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Bodilskerimen;s__Bodilskerimen aridum	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Incertae Sedis;s__uncultured bacterium	93.2	MFD09671	Denmark	15.0788	54.9903	Soil	Dunes	Humid dune slacks
MFD09212.bin.1.19	Y	Komdrupiana	europaea	N.L.	fem.	Microbe found nearby Komdrup	A species from Europe	Formerly ''PALSA-894'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963734185.1	Oxford Nanopore PromethION	mmlong2	6290628	2	25.38346	66.34	100	1.79	1	23	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Komdrupiana;s__Komdrupiana europaea	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Xanthobacteraceae;g__Incertae Sedis;s__uncultured bacterium	97.6	MFD09212	Denmark	10.25675	56.90241	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD09671.bin.4.117	Y	Nexoeus	terreum	N.L.	masch.	Microbe found nearby Nexoe	A species found in soil	Formerly ''JABDBL01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963845445.1	Oxford Nanopore PromethION	mmlong2	4420862	3	16.68912	42.47	92.97	3.94	1	22	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__JABDBL01;s__Unclassified	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Nexoeus;s__Nexoeus terreum	d__Bacteria;p__Cyanobacteriota;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Incertae Sedis;s__uncultured bacterium	98.9	MFD09671	Denmark	15.0788	54.9903	Soil	Dunes	Humid dune slacks
MFD09671.bin.1.46	Y	Nexobacterium	aridum	N.L.	neut.	Microbe found nearby Nexo	A species found in sand	Formerly ''JAFEBQ01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963708675.1	Oxford Nanopore PromethION	mmlong2	6698258	5	54.76519	60.61	96.83	2.06	1	22	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PNKZ01;g__JAFEBQ01;s__Unclassified	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Nexobacteriaceae;g__Nexobacterium;s__Nexobacterium aridum	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Incertae Sedis;s__uncultured bacterium	93.9	MFD09671	Denmark	15.0788	54.9903	Soil	Dunes	Humid dune slacks
MFD09671.bin.1.3	Y	Povlskerimen	telluricum	N.L.	neut.	Microbe found nearby Povlsker	A species found in soil	Formerly ''Palsa-1400'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963764165.1	Oxford Nanopore PromethION	mmlong2	7000126	5	54.13288	56.79	97.21	2.45	1	22	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Palsa-1400;g__Palsa-1400;s__Unclassified	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Povlskerimenaceae;g__Povlskerimen;s__Povlskerimen telluricum	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Pedosphaerales;f__Pedosphaeraceae;g__Incertae Sedis;s__uncultured bacterium	95.5	MFD09671	Denmark	15.0788	54.9903	Soil	Dunes	Humid dune slacks
MFD05442.bin.1.98	Y	Vilecola	terreum	N.L.	masch.	Microbe found nearby Vile	A species found in soil	Formerly ''JALYGJ01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963798955.1	Oxford Nanopore PromethION	mmlong2	2707906	7	74.38163	68.48	90.52	0.19	1	21	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JALYGJ01;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Vilecola;s__Vilecola terreum	d__Bacteria;p__Chloroflexota;c__KD4-96;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05442.bin.1.21	Y	Nautrupisoma	affine	N.L.	neut.	Microbe found nearby Nautrup	A species related to but distinct from the existing species	Formerly ''JAGGAG01'' in GTDB R220	Formerly ''metagenome'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963843115.1	Oxford Nanopore PromethION	mmlong2	3628460	7	45.85372	67.15	97.84	0.95	1	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JAGGAG01;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Siemiabaceae;g__Nautrupisoma;s__Nautrupisoma affine	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Incertae Sedis;s__metagenome	99.3	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05442.bin.1.296	Y	Oerdingivivens	similis	N.L.	masch.	Microbe found nearby Oerding	A species related to but distinct from the existing species	Formerly ''UBA668'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963720695.1	Oxford Nanopore PromethION	mmlong2	4010734	7	38.21815	68.54	93.9	1.8	1	23	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Oerdingivivens;s__Oerdingivivens similis	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29 marine group;s__metagenome	98.4	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05442.bin.1.18	Y	Vejersleviella	ripica	N.L.	fem.	Microbe found nearby Vejerslev	A species found in the coast	Formerly ''FEN-1219'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963817615.1	Oxford Nanopore PromethION	mmlong2	5298476	7	36.80081	66.78	98.96	1.3	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__FEN-1219;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__Vejersleviella;s__Vejersleviella ripica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CCD24;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.8	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05442.bin.1.86	Y	Harrehabitans	ripicus	N.L.	masch.	Microbe found nearby Harre	A species found in the coast	Formerly ''JALNZF01'' in GTDB R220	Formerly ''uncultured Nitrospirae bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963740085.1	Oxford Nanopore PromethION	mmlong2	3456751	7	24.43616	54.27	98.54	2.75	1	22	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JALNZF01;s__Unclassified	d__Bacteria;p__Nitrospirota;c__Brobyania;o__Brobyanales;f__Brobyanaceae;g__Harrehabitans;s__Harrehabitans ripicus	d__Bacteria;p__Nitrospirota;c__4-29-1;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Nitrospirae bacterium	99.3	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
MFD05705.bin.1.31	Y	Oksboliella	glebica	N.L.	fem.	Microbe found nearby Oksbol	A species found in soil	Formerly ''CF-113'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963731975.1	Oxford Nanopore PromethION	mmlong2	5642784	8	43.14429	57.42	91.61	4.94	3	23	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-113;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Oksboliella;s__Oksboliella glebica	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__1921-2;s__uncultured bacterium	91.1	MFD05705	Denmark	8.2063	55.7153	Soil	Dunes	Humid dune slacks
MFD09212.bin.1.43	Y	Gudumium	septentrionale	N.L.	neut.	Microbe found nearby Gudum	A species from the north	Formerly ''JACDAL01'' in GTDB R220	Formerly ''uncultured actinobacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963849115.1	Oxford Nanopore PromethION	mmlong2	3165943	10	64.9431	64.38	98.52	0.09	1	23	d__Bacteria;p__Actinomycetota;c__UBA4738;o__CADDZG01;f__WHSQ01;g__JACDAL01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Bonnerupiales;f__Bonnerupiaceae;g__Gudumium;s__Gudumium septentrionale	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__0319-7L14;f__Incertae Sedis;g__Incertae Sedis;s__uncultured actinobacterium	99.3	MFD09212	Denmark	10.25675	56.90241	Soil	Grassland formations	Xeric sand calcareous grasslands
MFD09603.bin.1.124	Y	Gudhjemibacterium	septentrionale	N.L.	neut.	Microbe found nearby Gudhjem	A species from the north	Formerly ''JAMXLG01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963818925.1	Oxford Nanopore PromethION	mmlong2	3556603	2	28.0203	60.13	93.85	0.25	1	23	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__JAMXLG01;s__Unclassified	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Gudhjemibacterium;s__Gudhjemibacterium septentrionale	d__Bacteria;p__Candidatus Eremiobacterota;c__Eremiobacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD09603.bin.1.268	Y	Oesterlarskerium	telluricum	N.L.	neut.	Microbe found nearby Oesterlarsker	A species found in soil	Formerly ''JAICWY01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963830545.1	Oxford Nanopore PromethION	mmlong2	2922078	2	17.0294	61.75	91.26	1.43	2	23	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__JAICWY01;s__Unclassified	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Oesterlarskerium;s__Oesterlarskerium telluricum	d__Bacteria;p__Candidatus Eremiobacterota;c__Eremiobacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.2	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD09603.bin.1.156	Y	Roebacterium	proximum	N.L.	neut.	Microbe found nearby Roe	A species related to but distinct from the existing species	Formerly ''CADDYT01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963736995.1	Oxford Nanopore PromethION	mmlong2	4528393	7	35.81363	55.2	91.02	4.05	4	21	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CADDYT01;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Roebacterium;s__Roebacterium proximum	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__FCPS473;s__uncultured Thermosporothrix sp.	93.3	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD09603.bin.1.119	Y	Oestermarieana	scandia	N.L.	fem.	Microbe found nearby Oestermarie	A species from Scandinavia	Formerly ''JANWJD01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963737125.1	Oxford Nanopore PromethION	mmlong2	4142678	9	19.00467	60.41	91.48	2.37	2	22	d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__JANWJD01;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Oestermarieania;o__Oestermarieanales;f__Oestermarieanaceae;g__Oestermarieana;s__Oestermarieana scandia	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__B12-WMSP1;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.6	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD01275.bin.c.12	Y	Gjerrildiella	vicina	N.L.	fem.	Microbe found nearby Gjerrild	A species related to but distinct from the existing species	Formerly ''JAFAYN01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963716255.1	Oxford Nanopore PromethION	mmlong2	8423711	1	186.08904	73.07	96.73	4.36	4	22	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Gjerrildiella;s__Gjerrildiella vicina	d__Bacteria;p__Gemmatimonadota;c__Longimicrobiia;o__Longimicrobiales;f__Longimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	97.3	MFD01275	Denmark	10.8089	56.5332	Soil	Dunes	Marram dunes (white dunes)
